ID,Country,Size,Industry,Sector,Propensity,Reason1,Reason2,Reason3
C931,USA,Micro,Restaurants,Hospitality,2,Strong Management,Sector Tailwinds,Global Expansion
C932,USA,Small,Hotels,Hospitality,2,Cost Efficiency,Low Customer Churn,Diversified Revenue
C933,USA,Micro,OEMs,Automotive,2,Low Capex,Diversified Revenue,Share Buyback
C934,USA,Small,Biotech,Healthcare,1,Rising Demand,Low Competition,Share Buyback
C935,USA,Mid,Publishing,Media,4,Positive Guidance,M&A Potential,Recurring Revenue
C936,USA,Small,Parts Suppliers,Automotive,3,Growing TAM,Rising Demand,Sector Tailwinds
C937,USA,Mid,Hotels,Hospitality,4,Growing TAM,Improving Margins,Capital Light Model
C938,USA,Mid,Hotels,Hospitality,4,Experienced Team,Positive Guidance,Market Leader
C939,USA,Small,Chemicals,Materials,1,Regulatory Approval,Sector Tailwinds,Growing TAM
C940,USA,Small,Renewables,Energy,4,Sector Tailwinds,Operational Leverage,Experienced Team
C941,USA,Micro,Farming,Agriculture,1,Regulatory Approval,Diversified Revenue,Operational Leverage
C942,USA,Mid,Airlines,Transportation,1,Undervalued,Rising Demand,M&A Potential
C943,USA,Small,Medical Devices,Healthcare,3,Low Customer Churn,Global Expansion,Dividend Growth
C944,USA,Mid,Apparel,Consumer,1,Share Buyback,Sticky Customers,Low Competition
C945,USA,Micro,Broadcasting,Media,3,Patent Portfolio,Growing TAM,Regulatory Approval
C946,USA,Small,Oil & Gas,Energy,2,Low Capex,Sticky Customers,Recurring Revenue
C947,USA,Large,Airlines,Transportation,1,Undervalued,Technological Edge,New Product Launch
C948,USA,Mid,Tutoring,Education,3,Undervalued,Sticky Customers,Low Customer Churn
C949,USA,Mid,OEMs,Automotive,1,Favorable FX Trends,M&A Potential,Diversified Revenue
C950,USA,Mid,EV Manufacturers,Automotive,4,Recurring Revenue,Dividend Growth,Undervalued
C951,USA,Small,Wireless Services,Telecommunications,3,Recurring Revenue,Undervalued,Positive Guidance
C952,USA,Micro,Airlines,Transportation,1,Low Competition,Favorable FX Trends,M&A Potential
C953,USA,Large,OEMs,Automotive,3,Recurring Revenue,Operational Leverage,Turnaround Plan
C954,USA,Mid,Broadband,Telecommunications,4,Operational Leverage,Positive Guidance,New Product Launch
C955,USA,Large,EdTech,Education,2,Sector Tailwinds,Experienced Team,Growing TAM
C956,USA,Micro,Publishing,Media,4,Low Leverage,Market Leader,Sector Tailwinds
C957,USA,Mid,Software,Technology,3,Operational Leverage,Low Capex,Regulatory Approval
C958,USA,Small,Residential RE,Real Estate,2,Diversified Revenue,Rising Demand,Low Leverage
C959,USA,Large,Broadband,Telecommunications,2,Diversified Revenue,Recurring Revenue,Rising Demand
C960,USA,Mid,Residential RE,Real Estate,4,Low Leverage,Rising Demand,Undervalued
C961,USA,Micro,Food & Beverage,Consumer,2,Cost Efficiency,Strong Management,Turnaround Plan
C962,USA,Mid,EdTech,Education,1,Market Leader,Operational Leverage,Recurring Revenue
C963,USA,Small,Retail,Consumer,3,Cost Efficiency,Turnaround Plan,Market Leader
C964,USA,Mid,AgTech,Agriculture,4,Rising Demand,Low Customer Churn,Experienced Team
C965,USA,Large,Banking,Finance,4,Technological Edge,Capital Light Model,Low Leverage
C966,USA,Micro,Streaming,Media,3,High Growth,Patent Portfolio,Dividend Growth
C967,USA,Small,Pharmaceuticals,Healthcare,2,Cost Efficiency,Regulatory Approval,Sticky Customers
C968,USA,Mid,Metals & Mining,Materials,1,Low Competition,Cost Efficiency,Turnaround Plan
C969,USA,Small,Oil & Gas,Energy,2,Share Buyback,Dividend Growth,Strong Brand
C970,USA,Small,Retail,Consumer,2,Sector Tailwinds,Share Buyback,Low Customer Churn
C971,USA,Mid,Food & Beverage,Consumer,3,Positive Guidance,Improving Margins,Patent Portfolio
C972,USA,Mid,Rail,Transportation,4,Recurring Revenue,Low Leverage,Low Customer Churn
C973,USA,Mid,Hardware,Technology,1,Dividend Growth,Growing TAM,Rising Demand
C974,USA,Mid,Commercial RE,Real Estate,1,Low Capex,Sticky Customers,Dividend Growth
C975,USA,Small,EV Manufacturers,Automotive,3,Sector Tailwinds,Turnaround Plan,Diversified Revenue
C976,USA,Large,Banking,Finance,4,Turnaround Plan,Regulatory Approval,Improving Margins
C977,USA,Small,Retail,Consumer,4,Low Leverage,High Free Cash Flow,Experienced Team
C978,USA,Large,Travel,Hospitality,3,Low Customer Churn,Turnaround Plan,Regulatory Approval
C979,USA,Micro,Wireless Services,Telecommunications,2,Sticky Customers,Cost Efficiency,High Free Cash Flow
C980,USA,Large,Asset Management,Finance,3,Strong Brand,Low Customer Churn,Favorable FX Trends
C981,USA,Large,Wireless Services,Telecommunications,2,Undervalued,Cost Efficiency,Patent Portfolio
C982,USA,Micro,Metals & Mining,Materials,4,High Free Cash Flow,Global Expansion,Dividend Growth
C983,USA,Mid,EV Manufacturers,Automotive,1,Low Customer Churn,Technological Edge,Market Leader
C984,USA,Large,Commercial RE,Real Estate,3,Low Leverage,Recurring Revenue,Strong Management
C985,USA,Mid,Pharmaceuticals,Healthcare,2,New Product Launch,Global Expansion,Recurring Revenue
C986,USA,Micro,Utilities,Energy,2,Positive Guidance,Strong Management,Patent Portfolio
C987,USA,Large,Packaging,Materials,3,Low Customer Churn,Technological Edge,Market Leader
C988,USA,Small,Commercial RE,Real Estate,1,Favorable FX Trends,Capital Light Model,Patent Portfolio
C989,USA,Large,Retail,Consumer,1,Turnaround Plan,Growing TAM,Low Leverage
C990,USA,Small,EV Manufacturers,Automotive,4,Sector Tailwinds,Low Competition,Dividend Growth
C991,USA,Mid,Semiconductors,Technology,1,Regulatory Approval,Sector Tailwinds,Operational Leverage
C992,USA,Micro,Packaging,Materials,2,Low Capex,Favorable FX Trends,Low Competition
C993,USA,Mid,Machinery,Industrials,4,High Growth,Patent Portfolio,Positive Guidance
C994,USA,Large,Renewables,Energy,1,Low Leverage,Improving Margins,Patent Portfolio
C995,USA,Micro,EV Manufacturers,Automotive,1,Rising Demand,Regulatory Approval,Share Buyback
C996,USA,Micro,Restaurants,Hospitality,1,Sticky Customers,Experienced Team,M&A Potential
C997,USA,Micro,Apparel,Consumer,3,Rising Demand,Recurring Revenue,Technological Edge
C998,USA,Large,Publishing,Media,1,Operational Leverage,Market Leader,Cost Efficiency
C999,USA,Large,EV Manufacturers,Automotive,4,Strong Management,Cost Efficiency,Global Expansion
C1000,USA,Micro,Commercial RE,Real Estate,1,Diversified Revenue,Undervalued,Turnaround Plan
