ID,Size,Industry,Country,Sector,Propensity,Reason1,Reason2,Reason3
C916,Mid,Chemicals,ITA,Materials,2,Sector Tailwinds,Operational Leverage,Experienced Team
C917,Micro,Construction,ITA,Industrials,2,Regulatory Approval,Diversified Revenue,Operational Leverage
C918,Large,Biotech,USA,Healthcare,4,Undervalued,Rising Demand,M&A Potential
C919,Large,Aerospace,ITA,Industrials,4,Low Customer Churn,Global Expansion,Dividend Growth
C920,Large,Food & Beverage,USA,Consumer,2,Share Buyback,Sticky Customers,Low Competition
C921,Mid,Broadcasting,FRA,Media,4,Patent Portfolio,Growing TAM,Regulatory Approval
C922,Micro,Construction,USA,Industrials,4,Low Capex,Sticky Customers,Recurring Revenue
C923,Small,Construction,FRA,Industrials,2,Undervalued,Technological Edge,New Product Launch
C924,Micro,Insurance,FRA,Finance,4,Undervalued,Sticky Customers,Low Customer Churn
C925,Micro,Construction,FRA,Industrials,3,Favorable FX Trends,M&A Potential,Diversified Revenue
C926,Large,Residential RE,ITA,Real Estate,3,Recurring Revenue,Dividend Growth,Undervalued
C927,Micro,Software,FRA,Technology,4,Recurring Revenue,Undervalued,Positive Guidance
C928,Mid,Insurance,ITA,Finance,4,Low Competition,Favorable FX Trends,M&A Potential
C929,Mid,Broadcasting,FRA,Media,4,Recurring Revenue,Operational Leverage,Turnaround Plan
C930,Mid,Publishing,USA,Media,3,Operational Leverage,Positive Guidance,New Product Launch
C931,Micro,Restaurants,FRA,Hospitality,1,Sector Tailwinds,Experienced Team,Growing TAM
C932,Small,Hotels,FRA,Hospitality,1,Low Leverage,Market Leader,Sector Tailwinds
C933,Micro,OEMs,FRA,Automotive,2,Operational Leverage,Low Capex,Regulatory Approval
C934,Small,Biotech,USA,Healthcare,3,Diversified Revenue,Rising Demand,Low Leverage
C935,Mid,Publishing,ITA,Media,4,Diversified Revenue,Recurring Revenue,Rising Demand
C936,Small,Parts Suppliers,JPN,Automotive,2,Low Leverage,Rising Demand,Undervalued
C937,Mid,Hotels,ITA,Hospitality,1,Cost Efficiency,Strong Management,Turnaround Plan
C938,Mid,Hotels,ITA,Hospitality,2,Market Leader,Operational Leverage,Recurring Revenue
C939,Small,Chemicals,USA,Materials,2,Cost Efficiency,Turnaround Plan,Market Leader
C940,Small,Renewables,ITA,Energy,4,Rising Demand,Low Customer Churn,Experienced Team
C941,Micro,Farming,USA,Agriculture,1,Technological Edge,Capital Light Model,Low Leverage
C942,Mid,Airlines,USA,Transportation,1,High Growth,Patent Portfolio,Dividend Growth
C943,Small,Medical Devices,JPN,Healthcare,4,Cost Efficiency,Regulatory Approval,Sticky Customers
C944,Mid,Apparel,USA,Consumer,4,Low Competition,Cost Efficiency,Turnaround Plan
C945,Micro,Broadcasting,JPN,Media,4,Share Buyback,Dividend Growth,Strong Brand
C946,Small,Oil & Gas,FRA,Energy,2,Sector Tailwinds,Share Buyback,Low Customer Churn
C947,Large,Airlines,USA,Transportation,4,Positive Guidance,Improving Margins,Patent Portfolio
C948,Mid,Tutoring,JPN,Education,3,Recurring Revenue,Low Leverage,Low Customer Churn
C949,Mid,OEMs,USA,Automotive,3,Dividend Growth,Growing TAM,Rising Demand
C950,Mid,EV Manufacturers,ITA,Automotive,4,Low Capex,Sticky Customers,Dividend Growth
C951,Small,Wireless Services,JPN,Telecommunications,1,Sector Tailwinds,Turnaround Plan,Diversified Revenue
C952,Micro,Airlines,USA,Transportation,1,Turnaround Plan,Regulatory Approval,Improving Margins
C953,Large,OEMs,JPN,Automotive,3,Low Leverage,High Free Cash Flow,Experienced Team
C954,Mid,Broadband,ITA,Telecommunications,2,Low Customer Churn,Turnaround Plan,Regulatory Approval
C955,Large,EdTech,FRA,Education,2,Sticky Customers,Cost Efficiency,High Free Cash Flow
C956,Micro,Publishing,ITA,Media,1,Strong Brand,Low Customer Churn,Favorable FX Trends
C957,Mid,Software,JPN,Technology,4,Undervalued,Cost Efficiency,Patent Portfolio
C958,Small,Residential RE,FRA,Real Estate,3,High Free Cash Flow,Global Expansion,Dividend Growth
C959,Large,Broadband,FRA,Telecommunications,3,Low Customer Churn,Technological Edge,Market Leader
C960,Mid,Residential RE,ITA,Real Estate,3,Low Leverage,Recurring Revenue,Strong Management
C961,Micro,Food & Beverage,FRA,Consumer,3,New Product Launch,Global Expansion,Recurring Revenue
C962,Mid,EdTech,USA,Education,2,Positive Guidance,Strong Management,Patent Portfolio
C963,Small,Retail,JPN,Consumer,3,Low Customer Churn,Technological Edge,Market Leader
C964,Mid,AgTech,ITA,Agriculture,3,Favorable FX Trends,Capital Light Model,Patent Portfolio
C965,Large,Banking,ITA,Finance,2,Turnaround Plan,Growing TAM,Low Leverage
C966,Micro,Streaming,JPN,Media,2,Sector Tailwinds,Low Competition,Dividend Growth
C967,Small,Pharmaceuticals,FRA,Healthcare,4,Regulatory Approval,Sector Tailwinds,Operational Leverage
C968,Mid,Metals & Mining,USA,Materials,3,Low Capex,Favorable FX Trends,Low Competition
C969,Small,Oil & Gas,FRA,Energy,1,High Growth,Patent Portfolio,Positive Guidance
C970,Small,Retail,FRA,Consumer,1,Low Leverage,Improving Margins,Patent Portfolio
C971,Mid,Food & Beverage,JPN,Consumer,4,Rising Demand,Regulatory Approval,Share Buyback
C972,Mid,Rail,ITA,Transportation,2,Sticky Customers,Experienced Team,M&A Potential
C973,Mid,Hardware,USA,Technology,1,Rising Demand,Recurring Revenue,Technological Edge
C974,Mid,Commercial RE,USA,Real Estate,4,Operational Leverage,Market Leader,Cost Efficiency
C975,Small,EV Manufacturers,JPN,Automotive,2,Strong Management,Cost Efficiency,Global Expansion
C976,Large,Banking,ITA,Finance,1,Diversified Revenue,Undervalued,Turnaround Plan
C977,Small,Retail,ITA,Consumer,1,Sticky Customers,Cost Efficiency,M&A Potential
C978,Large,Travel,JPN,Hospitality,3,High Free Cash Flow,M&A Potential,Improving Margins
C979,Micro,Wireless Services,FRA,Telecommunications,4,Dividend Growth,Technological Edge,Cost Efficiency
C980,Large,Asset Management,JPN,Finance,1,Rising Demand,Low Leverage,Undervalued
C981,Large,Wireless Services,FRA,Telecommunications,4,Low Competition,Patent Portfolio,Turnaround Plan
C982,Micro,Metals & Mining,ITA,Materials,4,Low Competition,Experienced Team,Market Leader
C983,Mid,EV Manufacturers,USA,Automotive,3,Low Customer Churn,Patent Portfolio,Strong Management
C984,Large,Commercial RE,JPN,Real Estate,1,Low Customer Churn,Market Leader,Undervalued
C985,Mid,Pharmaceuticals,FRA,Healthcare,4,Low Leverage,Technological Edge,Growing TAM
C986,Micro,Utilities,FRA,Energy,3,Diversified Revenue,Dividend Growth,M&A Potential
C987,Large,Packaging,JPN,Materials,2,Global Expansion,High Free Cash Flow,Strong Brand
C988,Small,Commercial RE,USA,Real Estate,2,Turnaround Plan,M&A Potential,Operational Leverage
C989,Large,Retail,USA,Consumer,2,Turnaround Plan,Low Customer Churn,Rising Demand
C990,Small,EV Manufacturers,ITA,Automotive,4,Low Competition,Dividend Growth,Technological Edge
C991,Mid,Semiconductors,USA,Technology,3,Sector Tailwinds,Rising Demand,Improving Margins
C992,Micro,Packaging,FRA,Materials,1,Recurring Revenue,Improving Margins,Low Customer Churn
C993,Mid,Machinery,ITA,Industrials,1,New Product Launch,Sector Tailwinds,Growing TAM
C994,Large,Renewables,USA,Energy,4,Improving Margins,Cost Efficiency,Positive Guidance
C995,Micro,EV Manufacturers,USA,Automotive,3,M&A Potential,Growing TAM,Low Customer Churn
C996,Micro,Restaurants,USA,Hospitality,4,High Growth,Low Customer Churn,Low Competition
C997,Micro,Apparel,JPN,Consumer,4,Operational Leverage,Growing TAM,Global Expansion
C998,Large,Publishing,USA,Media,1,Improving Margins,Low Leverage,Low Competition
C999,Large,EV Manufacturers,ITA,Automotive,2,Dividend Growth,Low Capex,Undervalued
C1000,Micro,Commercial RE,USA,Real Estate,2,Dividend Growth,Patent Portfolio,Undervalued
